original_name,topic,stage,purpose,category,new_filename,description
pat equi.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99292, Requested 874. Please try again in 2m23.424s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
pat equi_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99291, Requested 874. Please try again in 2m22.56s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
pat.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99291, Requested 871. Please try again in 2m19.968s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
Pattern_hackerank.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99291, Requested 1023. Please try again in 4m31.296s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
Pattern_hackerank_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99291, Requested 1029. Please try again in 4m36.48s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
pat_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99291, Requested 889. Please try again in 2m35.519999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
pending.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99291, Requested 1795. Please try again in 15m38.304s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
pending_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99291, Requested 1795. Please try again in 15m38.304s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
perfect number_    }.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99290, Requested 946. Please try again in 3m23.904s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
perfect number_    }_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99290, Requested 940. Please try again in 3m18.72s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
prims_tree.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99290, Requested 1242. Please try again in 7m39.648s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
prims_tree_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99290, Requested 1236. Please try again in 7m34.464s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
pro1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99290, Requested 2546. Please try again in 26m26.304s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
pro1pending. c.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99290, Requested 2223. Please try again in 21m47.232s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
pro1pending. c_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99290, Requested 2235. Please try again in 21m57.6s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
pro1_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99290, Requested 2546. Please try again in 26m26.304s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
PROJECT 24.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99290, Requested 2409. Please try again in 24m27.936s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
PROJECT 24_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99289, Requested 2391. Please try again in 24m11.52s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
PROJECT 28-accomplished.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99289, Requested 2346. Please try again in 23m32.64s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
PROJECT 28-accomplished_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99289, Requested 2346. Please try again in 23m32.64s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
PROJECT2-CALENDAR.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99289, Requested 1905. Please try again in 17m11.616s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
PROJECT2-CALENDAR_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99289, Requested 1899. Please try again in 17m6.432s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
PROJECT2-NO TO WORDS.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99289, Requested 1746. Please try again in 14m54.24s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
PROJECT2-NO TO WORDS_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99288, Requested 1764. Please try again in 15m8.928s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
Quick_sort.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99288, Requested 1188. Please try again in 6m51.264s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
Quick_sort_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99288, Requested 1200. Please try again in 7m1.632s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
quiz. c.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99288, Requested 3019. Please try again in 33m13.248s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
quiz. c_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99288, Requested 3019. Please try again in 33m13.248s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
Radix_sort.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99288, Requested 1259. Please try again in 7m52.608s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
Radix_sort_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99288, Requested 1253. Please try again in 7m47.424s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
ratmaze. c.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99287, Requested 1070. Please try again in 5m8.448s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
ratmaze. c_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99287, Requested 1076. Please try again in 5m13.632s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
realloc.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99287, Requested 1086. Please try again in 5m22.272s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
realloc_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99287, Requested 1086. Please try again in 5m22.272s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
recursion sample. c.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99287, Requested 1744. Please try again in 14m50.784s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
recursion sample. c_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99287, Requested 1744. Please try again in 14m50.784s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
recursive sum.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99287, Requested 884. Please try again in 2m27.744s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
recursive sum_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99286, Requested 884. Please try again in 2m26.88s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
results.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99286, Requested 2307. Please try again in 22m56.351999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
results_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99286, Requested 2319. Please try again in 23m6.719999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
reverse_string_pointers.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99286, Requested 1008. Please try again in 4m14.016s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
reverse_string_pointers_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99286, Requested 1014. Please try again in 4m19.2s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
review.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99286, Requested 2475. Please try again in 25m21.504s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
review_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99286, Requested 2487. Please try again in 25m31.871999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
Rounding off number.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99286, Requested 1033. Please try again in 4m35.616s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
Rounding off number_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99285, Requested 1015. Please try again in 4m19.2s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
second larger.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99285, Requested 937. Please try again in 3m11.808s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
second larger_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99285, Requested 919. Please try again in 2m56.256s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
selection (1).c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99285, Requested 1005. Please try again in 4m10.559999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
selection (1)_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99285, Requested 1005. Please try again in 4m10.559999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
series.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99285, Requested 905. Please try again in 2m44.16s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
series_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99285, Requested 917. Please try again in 2m54.528s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
shbrhe.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99285, Requested 2484. Please try again in 25m28.416s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
shbrhe_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99285, Requested 2490. Please try again in 25m33.6s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
ShreyaProject.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99284, Requested 2482. Please try again in 25m25.823999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
ShreyaProject_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99284, Requested 2476. Please try again in 25m20.64s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
skewsymmeric.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99284, Requested 1090. Please try again in 5m23.135999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
skewsymmeric_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99284, Requested 1096. Please try again in 5m28.32s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
slection sort.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99284, Requested 946. Please try again in 3m18.72s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
slection sort_1.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99284, Requested 934. Please try again in 3m8.352s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
sln.c,ERROR,ERROR,ERROR,ERROR,ERROR,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbpjphpvfns9z0cm9f44pjvq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99283, Requested 1020. Please try again in 4m21.792s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
